dat_referencia,sig_estado,y_real,val_pld,y_pred,modelo,target
2025-12-03 08:00:00,PE,45.14098447552592,317.1,45.102549449000556,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:30:00,RN,35.46074748819895,317.1,35.45342428803213,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:30:00,PB,50.39268485420622,317.1,50.53905279705118,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:30:00,BA,36.46039275150132,317.1,37.63003514849982,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:30:00,CE,37.814458831641694,317.1,38.290650590493584,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:30:00,PI,45.786858011973564,317.1,45.75393058644237,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:30:00,PE,45.14098447552592,317.1,45.13649993386439,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:00:00,PE,45.1098733644148,316.7,45.135232017720114,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:00:00,BA,36.4292816403902,316.7,37.7158880142697,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:00:00,PB,50.36157374309511,316.7,50.89318557386818,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:00:00,RN,35.42963637708783,316.7,35.516798480676016,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:00:00,CE,37.78334772053058,316.7,38.394731680573216,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:00:00,PI,45.75574690086245,316.7,45.728120031692136,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:30:00,PI,45.75574690086245,316.7,45.7836038524126,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:30:00,PE,45.1098733644148,316.7,45.112407555875315,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:30:00,PB,50.36157374309511,316.7,50.708458146091544,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:30:00,CE,37.78334772053058,316.7,38.4753923011083,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:30:00,RN,35.42963637708783,316.7,35.58273719026952,LightGBM,lcoh_s2_brl_kg
2025-12-03 09:30:00,BA,36.4292816403902,316.7,37.417457982964066,LightGBM,lcoh_s2_brl_kg
2025-12-03 10:00:00,PE,45.14098447552592,317.1,45.1451193988015,LightGBM,lcoh_s2_brl_kg
